company_name,city,state,zip,agency,certification_type,ethnicity,gender,capability,company_name-2,city-2,state-2,zip-2,agency-2,certification_type-2,ethnicity-2,capability-2,company_name-3,city-3,state-3,zip-3,agency-3,certification_type-3,capability-3
Larry's Brake Service,Chicago Ridge,IL,"	60415",CMS,MBE,Hispanic,Male,"Batteries and Charging Stations For Electric Automobiles, Including Recycled Types; Brake Fluid, Hydraulic; Brakes, Repairs, and Replacements, Not Electric Controller; Filters, Air, Fuel, Oil, Power Steering, Transmission and Water, and PCV Valves; Shock Absorbers, Struts, etc.; Class 2 Trucks (6,001 - 10,000 lb. GVWR); Class 5 Trucks (16,001 - 19,500 lb. GVWR); Automobile and Other Passenger Vehicles Maintenance and Repair (Not Otherwise Classified); Vehicle Inspection and Testing Services (Emissions, etc.); ; ; ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Channing Capital  Management, LLC",CHICAGO,IL,"	60603",CMS,MBE,African American,Male,Investment Management Services,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
OPTECH LLC,Troy,MI,"	48098",CMS,WBE,Caucasian,Female,"91800 CONSULTING SERVICES,; 91821 Business Consulting",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1st Choice Specialty Services Inc,Lansing,IL,"	60438",CMS,MBE,African American,Male,"03743 Gifts, Including Gift Cards and Gift Certificates; 03752 Novelties, Promotional and Specialty Products, Including Biodegradable; 03778 Souvenirs and Prizes: Promotional, Advertising, etc.; 20074 Silk Screened and Embroidered Clothing and Apparel",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1st Choice Specialty Services Inc,Lansing,IL,"	60438",CMS,VOSB,African American,Male,"03743 Gifts, Including Gift Cards and Gift Certificates; 03752 Novelties, Promotional and Specialty Products, Including Biodegradable; 03778 Souvenirs and Prizes: Promotional, Advertising, etc.; 20074 Silk Screened and Embroidered Clothing and Apparel",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AW Builders,Chicago,IL,"	60628",CMS,MBE,African American,Male,"BUILDING MAINTENANCE, INSTALLATION AND REPAIR SERVICES; Kitchen and Bathroom Fixture Repair (Not Plumbing): Bathtubs, Sinks, Cabinets, Counter Tops, etc.; CONSTRUCTION SERVICES, GENERAL (INCL, MAINTENANCE AND REPAIR SERVICES); CONSTRUCTION SERVICES, GENERAL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Human Support Services,Waterloo,IL,"	62298",CMS,SWS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Ideal Safety Communication, Inc.",Downers Grove,IL,"	60516",CMS,WMBE,Hispanic,Female,"91800	CONSULTING SERVICES; 91832	Consulting Services (Not Otherwise Classified); 92416	Course Development Services, Instructional and Training; 92642	Environmental Services (Not Otherwise Classified); 95861	Insurance and Risk Management Services",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Examination Resources, LLC",Atlanta,GA,"	30309",CMS,WBE,Caucasian,Female,"	; NIGP 94611: Accounting Services (Not Otherwise Classified); NIGP 94620: Audit Services; NIGP 94649: Financial Services (Not Otherwise Classified)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Gen Transportation Inc.,Fairview Heights,IL,"	62208",CMS,WMBE,African American,Female,"NIGP	96286	Transportation of Goods, Shipping and Handling, and Other Freight Services",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"HBT Security Group, Inc.",Homer Glen,IL,"	60491",CMS,MBE,African American,Male,"	NIGP	99046	Guard and Security Services",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Advantage Marketing Group, Ltd",Elk Grove Village,IL,"	60007",CMS,WBE,Caucasian,Female,"Marketing Consulting,; Marketing Service, Including Distribution, Public Opinion Surveys, Research, Sales Promotions, etc.,; Fulfillment (Includes, Data Processing, Packaging, Labeling and Mailing of Literature as a Package); Mailing Services: Addressing, Collating, Packaging, Sorting and Delivery",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Celta Chemical, Inc.",Grover,MO,"	63040",CMS,WBE,Caucasian,Female,"NIGP	17500	CHEMICAL LABORATORY EQUIPMENT AND SUPPLIES; NIGP	57800	MISCELLANEOUS PRODUCTS (NOT OTHERWISE CLASSIFIED); NIGP	96295	Warehousing and Storage Services, Not Storage Space Rental, Including Farm Product Storage in Silos and Grain Elevators; NIGP	96732	Chemical Products, Including Biochemical, Petrochemical, etc.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Millar Construction, Inc.",Rantoul,IL,"	61866",CMS,WBE,Caucasian,Female,"NIGP	90900	BUILDING CONSTRUCTION SERVICES, NEW, INCLUDING MAINTENANCE AND REPAIR SERVICES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Nguyen & Tarbet, LLC",Tucson,AZ,"	85718",CMS,MBE,Asian American,Male,"96149 Legal Services, Attorneys ; 96941 Patent, Legal Expenses",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Clean As A Whistle!, LLC",Rochester,IL,"	62563",CMS,WBE,Caucasian,Female,"Janitorial/Custodial Services,; Housekeeping Services,; Carpet Cleaning, Dyeing, Installation and Repair,; Window Washing Services",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Bernices Caring Hands, LLC",Chicago,IL,"	60651",CMS,WMBE,African American,Female,"95240	Elderly Assistance Services	; 95280	Senior Aides Program	; ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Cox Consulting Solutions, LLC",West Chicago,IL,"	60185",CMS,MBE,Hispanic,Male,CONSULTING SERVICES,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
HGI Construction Management LLC,Chicago,IL,"	60642",CMS,MBE,African American,Male,"NIGP 91400: CONSTRUCTION SERVICES, TRADES, NEW CONSTRUCTION; NIGP 91410: Building Documentation Services; NIGP 92500: ENGINEERING SERVICES, PROFESSIONAL; NIGP 92544: General Construction: Management, Scheduling, Cost Estimation Engineering",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pilot Proficiency LLC,Wheeling,IL,"	60090",CMS,VOSB,Caucasian,Male,"NIGP	03547	Flight Simulator",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Central States Media/Management, Inc.",Peoria,IL,"	61615",CMS,WBE,Caucasian,Female,"COMMUNICATIONS AND MEDIA RELATED SERVICES; Advertising Agency Services; Advertising/Public Relations (Incl, Skywriting); Advertising, Outdoor Billboard, etc.; Marketing Consulting; Marketing Service, Including Distribution, Public Opinion Surveys, Research, Sales Promotions, etc.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Central States Media/Management, Inc.",Peoria,IL,"	61615",CMS,WBE,Caucasian,Female,"NIGP	91501	Advertising Agency Services; NIGP	91503	Advertising and Public Relations, Including Skywriting; NIGP	91504	Advertising Services, Outdoor Billboard, etc.; NIGP      91558	Mailing Services: Addressing, Collating, Packaging, Sorting and Delivery; NIGP	91571	Newspaper and Publication Advertising, Non-legal; NIGP	91876	Marketing Consulting; NIGP	96153	Marketing Service, Including Distribution, Public Opinion Surveys, Research, Sales Promotions, etc.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
eSense Incorporated,Fishers,IN,"	46037",CMS,MBE,Asian American,Male,"Integrated Hardware-Software I,T, Solution (Microcomputer); COMPUTER SOFTWARE FOR MICROCOMPUTERS; CONSULTING SERVICES; IT Consulting; Management Consulting; Programming Services, Computer (Including Mobile Device Applications); Support Services, Computer (Includes Computer Warranties)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Human capital development,Peoria,IL,"	61615",CMS,MBE,African American,Male,"20400	COMPUTER HARDWARE AND PERIPHERALS FOR MICROCOMPUTERS	; 20429	Data/File Security Hardware/Software, to Include Encryption	; 20447	Integrated Hardware-Software I.T. Solution, Microcomputer	; 20453	Microcomputers, Desktop or Tower based	; 20491	Servers, Microcomputer: Application, Database, File, Mail, Network, Web, etc.	; 20529	Data/File Security Hardware/Software, to Include Encryption, Environmentally Certified Products	; 20540	Networks, Local Area (Lan)	Make Primary	Not tagged, click to tag	Remove; 20547	Integrated Hardware-Software I.T. Solution (Microcomputer), Environmentally Certified Products	; 20591	Servers, Microcomputer, Application, Database, File, Mail, Network, Web, etc., Environmentally Certified Products	; 20655	Integrated Hardware-Software IT, Turnkey Solution, Server and Mainframe Computer	; 20800	COMPUTER SOFTWARE FOR MICROCOMPUTERS, SYSTEMS, INCLUDING CLOUD-BASED (PREPROGRAMMED)	; 20900	COMPUTER SOFTWARE FOR MAINFRAMES AND SERVERS, PREPROGRAMMED	; 20987	Software, Mainframes and Servers (Not Otherwise Classified)	; 91800	CONSULTING SERVICES	; 91871	IT Consulting, (Not Otherwise Classified)	; 92021	Data Entry Services	; 92022	Data Preparation and Processing Services, Including Bates Coding	; 92040	Programming Services, Computer, Including Mobile Device Applications	; 92047	Support Services, Computer, Includes Computer Warranties",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"The Mcfadden Group, LLC",Tinley Park,IL,"	60477",CMS,WMBE,African American,Female,NIGP 91875: Management Consulting,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Salvador Insurance Agency,Chicago,IL,"	60641",CMS,MBE,Hispanic,Male,95352 Insurance and Insurance Services (Not Otherwise Classified),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C Force Construction, Inc.",Waukegan,IL,"	60085",CMS,MBE,African American,Male,"Cement, Concrete, Lime, Plaster Mixes, Retarder and Setting Compounds, Sacked, LTL Quantities, (See Class 750 for Bulk Cement, Concrete and Lime); Concrete, Polymer, All Types; Concrete Strippers and Brick Detergents; Bricks, Concrete; Fencing, Concrete or Rock; Concrete Tools and Accessories (Not Otherwise Classified); Forms, Metal: Concrete Curbs, Columns, and Gutters; Coatings, Masonry, Brick, Cinder Block, Concrete, etc., Including Silicate Protective Coatings and Products, Environmentally Certified Products",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Nerevu Group, LLC",Peoria,IL,"	61602",CMS,MBE,African American,Male,"NIGP	20854	Internet, Web Site and Mobile Application Development Software, Microcomputer; NIGP	91812	Analytical Predictive Studies and Surveys Consulting; NIGP	91821	Business Consulting; NIGP	91829	Computer Software Consulting; NIGP	91870	Inventory Consulting; NIGP	91871	IT Consulting, (Not Otherwise Classified); NIGP	92000	DATA PROCESSING, COMPUTER, PROGRAMMING, AND SOFTWARE SERVICES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ground Engineering Consultants,Northbrook,IL,"	60062",CMS,MBE,Asian American,Male,"92500	ENGINEERING SERVICES, PROFESSIONAL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Lois White Realty Corp.,Chicago,IL,"	60628",CMS,WMBE,African American,Female,"NIGP	95878	Property Management Services; NIGP	95883	Real Estate Management Services, Including Listing, Sales And Broker Services	; NIGP	97164	Residential Space Rental or Lease",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Naka Technologies, LLC",Hauppauge,NY,"	11788",CMS,MBE,Asian American,Male,"NIGP 20300: COMPUTER ACCESSORIES AND SUPPLIES, ENVIRONMENTALLY CERTIFIED BY AN AGENCY ACCEPTED CERTIFICATION ENTITY; NIGP 20500: COMPUTER HARDWARE AND PERIPHERALS FOR MICROCOMPUTERS, ENVIRONMENTALLY CERTIFIED BY AN AGENCY ACCEPTED CERTIFICATION ENTITY; NIGP 20600: COMPUTER HARDWARE AND PERIPHERALS FOR MAINFRAMES AND SERVERS; NIGP 20646: Drives: Hard and Fixed Disk; NIGP 20655: Integrated Hardware-Software IT, Turnkey Solution, Server and Mainframe Computer; NIGP 20674: Printers, Laser; NIGP 20679: Recycled Mainframe Computer Hardware and Peripherals; NIGP 20689: Storage Devices, Electronic, Disk Drive Compatible, Network Attached Storage (NAS), Storage Attached Network (SAN); NIGP 20820: Business Software, Misc.: Agenda, Labels, Mail List, Planning, Scheduling, etc., Microcomputer; NIGP 20821: Business Intelligence Software, Microcomputer; NIGP 20827: Communications: Networking, Linking, etc. (Includes Clustering Software), Microcomputer; NIGP 20830: Computer Aided Design (CAD) and Vectorization Software, Microcomputer; NIGP 20832: Customer Relationship Management Software (CRM), Microcomputer; NIGP 20880: Software, Microcomputer (Not Otherwise Classified); NIGP 20881: Software For Computer Software Training, Microcomputer; NIGP 20894: Word Processing, Text Editors, Spell Checkers, Microcomputer; NIGP 91802: Audio and Visual (A/V) Consulting; NIGP 91828: Computer Hardware Consulting; NIGP 91829: Computer Software Consulting; NIGP 91830: Computer Network Consulting; NIGP 91871: IT Consulting, (Not Otherwise Classified); NIGP 91885: Personnel and Employment Consulting, Human Resources (Inactive, please see commodity code 918-65 effective January 1, 2016); NIGP 92000: DATA PROCESSING, COMPUTER, PROGRAMMING, AND SOFTWARE SERVICES; NIGP 92005: Application, Infrastructure, Hosting and Cloud Computing Services, Vendor Hosted and Internally Hosted; NIGP 92031: Installation of Computers, Peripherals, and Related Equipment (Including Software); NIGP 92040: Programming Services, Computer, Including Mobile Device Applications; NIGP 92045: Software Maintenance and Support Services; NIGP 92046: Software Updating and Upgrading Services; NIGP 92047: Support Services, Computer, Includes Computer Warranties; NIGP 92048: Storage Services, Data Media; NIGP 92064: System Implementation and Engineering Services; NIGP 92065: System Requirements Quality Assurance Review; NIGP 92066: System, Network, Database, DBA Administration Services; NIGP 92076: Testing of Systems Infrastructure, Components or Software, IT Services",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Affinity Health Home, LLC",Springfield,IL,"	62701",CMS,WBE,Caucasian,Female,Consulting Services (Not Otherwise Classified),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Illinois Home Care Specialists, Inc.",Bloomingdale,IL,"	60108",CMS,WBE,Asian American,Female,"NIGP	94845	Home Health Care Services",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Terrance Electric & Technology, Inc",Bensenville,IL,"	60106",CMS,WBE,Caucasian,Female,Electrical Contracting,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"X O Vest, Inc.",Shelburn,IN,"	47879",CMS,WBE,Caucasian,Female,"92665	Oil and Petroleum Spill Services, Including Removal of Used Petroleum Products; 05533	Grease Guns, Automotive; 37023	Grease, USDA Approved for Food Processing; 40508	Distillates, Petroleum (Not Otherwise Classified); 40524	Grease, Lubrication Type; 40527	Grease, Protective Coating Type; 40587	Recycled Petroleum Products; 48518	Cleaner, Heavy Duty Degreaser, Including Oven Cleaners; 48618	Cleaner, Heavy Duty Degreaser, Including Oven Cleaners, Environmentally Certified Products; 54552	Oil Spillage Containment, Purification, and Recovery Equipment; 72033	Gasoline, Compressed Natural Gas (CNG), Liquefied Petroleum Gas (LPG), and Diesel Fuel Pumps, Service Station Type; 76533	Filters: Air, Fuel, Hydraulic, Oil, etc., Heavy Duty Equipment; 84550	Petroleum Production Test Equipment; 96152	Laboratory Services which Monitor the Equipment that uses Lubricating Oil or Grease; ; ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"PCG International, Inc.",Maywood,IL,"	60153",CMS,MBE,African American,Male,"NIGP      91875 Management Consulting ; NIGP	92435	In-Service Training, Employees; NIGP	96102	Administrative Services, All Kinds",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"BLACK DOG CHICAGO, LLC",Lyons,IL,"	60534",CMS,MBE,Asian American,Male,"Chemicals, Bulk (Not Otherwise Classified); FUEL, OIL, GREASE AND LUBRICANTS; OFFICE SUPPLIES, GENERAL; Management Consulting; Cafeteria and Restaurant Services; Transportation of Goods, Shipping and Handling, and Other Freight Services",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Airy's, Inc.",Tinley Park,IL,"	60477",CMS,VOSB,Caucasian,Male,"NIGP	90975	Site Clean-up, Post-Construction; NIGP	91200	CONSTRUCTION SERVICES, GENERAL, INCLUDING MAINTENANCE AND REPAIR SERVICES); NIGP	91339	Construction, Pipe Culvert; NIGP	91345	Construction, Sewer and Storm Drain; NIGP	91381	Maintenance and Repair, Sewer and Storm Drain, Including Removal; NIGP	91384	Maintenance and Repair, Streets, Major and Residential",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ROQ Innovation,Chicago,IL,"	60616",CMS,WMBE,African American,Female,"NIGP	20000	CLOTHING: ATHLETIC, CASUAL, DRESS, UNIFORM, WEATHER AND WORK RELATED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Taylor Distribution Group, LLC",Dallas,TX,"	75248",CMS,WMBE,African American,Female,"FIRST AID AND SAFETY EQUIPMENT AND SUPPLIES, EXCEPT NUCLEAR AND WELDING; FURNITURE: LABORATORY,; LABORATORY EQUIPMENT, ACCESSORIES AND SUPPLIES: GENERAL ANALYTICAL AND RESEARCH FOR NUCLEAR, OPTICAL, AND PHYSICAL,; LABORATORY EQUIPMENT, ACCESSORIES, AND SUPPLIES: BIOCHEMISTRY, CHEMISTRY, ENVIRONMENTAL SCIENCE, ETC.; WATER AND WASTEWATER TREATING CHEMICALS,; WATER SUPPLY, GROUNDWATER, SEWAGE TREATMENT, AND RELATED EQUIPMENT, NOT FOR AIR CONDITIONING, STEAM BOILER, OR LABORATORY REAGENT WATER; ; ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3 Fuerzas Technology Solutions LLC,Overland Park,KS,"	66212",CMS,WMBE,Hispanic,Female,"20800	COMPUTER SOFTWARE FOR MICROCOMPUTERS, SYSTEMS, INCLUDING CLOUD-BASED (PREPROGRAMMED); 20811	Application Software, (Not Otherwise Classified), Microcomputer	; 20821	Business Intelligence Software, Microcomputer	; 20851	Human Resources Software, Microcomputer	; 95874	Human Resources Management ServicesNG CLOUD-BASED (PREPROGRAMMED); ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Teneo Linguistics Company, LLC",Fort Worth,TX,"	76109",CMS,WBE,Caucasian,Female,"NIGP 96175 Translation Services, All Languages; ; ;  ; ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Talevi and Haesche, LLC",West Brookfield,MA,"	01585",CMS,WBE,Caucasian,Female,"	Scientific and Technical Consulting",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Walker-Miller Energy Services LLC,Detroit,MI,"	48202",CMS,WMBE,African American,Female,"Energy Conservation Consulting; Energy Conservation Services, Including Audits",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"BLUEJAY TRANSPORTATION, LLP",Bolingbrook,IL,"	60440",CMS,MBE,African American,Male,"	95294	Transportation Services: Elderly, Handicapped, Incapacitated, Prisoners, Juries, Students. Etc.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Riya Interactive Inc,Hawthorn Woods,IL,"	60047",CMS,WMBE,Asian American,Female,"91875	Management Consulting",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Metaphrasis Language and Cultural Solutions, LLC",Chicago,IL,"	60642",CMS,WMBE,Hispanic,Female,"92400 EDUCATIONAL/TRAINING SERVICES ; 96146 Interpreter Services, Foreign Language, Hearing Impaired, etc., (See Item 17 for Interpreter Services - Electronically Assisted) ; 96175 Translation Service   ;  ;  ;  ; ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Medicaid Policy Network LLC,New Berlin,IL,"	62670",CMS,WBE,Caucasian,Female,"Human Services Consulting, Including Mental Health Consulting; Administration Services, Health; Health Care Management; Health Care Management Services, Including Managed Care Service",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ultimate Clean Janitorial Services,Downers Grove,IL,"	60516",CMS,WMBE,African American,Female,"	91039	Janitorial and Custodial Services",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
INorupt,Chatham,IL,"	62629",CMS,WBE,Caucasian,Female,"NIGP	91832	Consulting Services (Not Otherwise Classified); NIGP	91875	Management Consulting; NIGP	91876	Marketing Consulting",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
